ODKAZ;KLUCOVE SLOVO;TOP;SKORE-18;SKORE-19;SKORE-20;SKORE-21;SKORE-22;SKORE-23
https://www.wcrf.org/diet-activity-and-cancer/risk-factors/wholegrains-vegetables-fruit-and-cancer-risk/;cancer foods;cancer foods to eat;73;67;62;67;78;70
https://www.wcrf.org/diet-activity-and-cancer/risk-factors/wholegrains-vegetables-fruit-and-cancer-risk/;cancer foods;cancer foods to eat;73;67;62;67;78;70
https://www.sciencedaily.com/releases/2024/01/240110143927.htm;cancer foods;cancer foods to eat;66;71;62;67;73;71
https://www.wcrf.org/diet-activity-and-cancer/risk-factors/wholegrains-vegetables-fruit-and-cancer-risk/;cancer foods;foods for cancer;83;78;77;83;83;81
https://www.wcrf.org/diet-activity-and-cancer/risk-factors/wholegrains-vegetables-fruit-and-cancer-risk/;cancer foods;foods for cancer;83;78;77;83;83;81
https://www.sciencedaily.com/releases/2024/01/240110143927.htm;cancer foods;foods for cancer;80;78;77;82;85;85
https://www.wcrf.org/diet-activity-and-cancer/risk-factors/wholegrains-vegetables-fruit-and-cancer-risk/;cancer foods;what is cancer;79;78;67;84;86;86
https://www.wcrf.org/diet-activity-and-cancer/risk-factors/wholegrains-vegetables-fruit-and-cancer-risk/;cancer foods;what is cancer;79;78;67;84;86;86
https://www.sciencedaily.com/releases/2024/01/240110143927.htm;cancer foods;what is cancer;84;78;66;85;86;86
https://www.everydayhealth.com/prostate-cancer/drinking-milk-may-put-you-at-risk-for-prostate-cancer/;cancer milk;breast cancer;46;50;59;51;52;54
https://www.everydayhealth.com/prostate-cancer/drinking-milk-may-put-you-at-risk-for-prostate-cancer/;cancer milk;breast milk;90;88;91;92;85;92
https://www.everydayhealth.com/prostate-cancer/drinking-milk-may-put-you-at-risk-for-prostate-cancer/;cancer milk;breast milk cancer;67;59;20;65;70;69
https://www.sciencedaily.com/releases/2015/06/150616114247.htm;cancer nut;betel;71;88;87;69;68;62
https://www.sciencedaily.com/releases/2015/06/150616114247.htm;cancer nut;betel nut;38;67;75;55;68;67
https://www.sciencedaily.com/releases/2015/06/150616114247.htm;cancer nut;betel nut cancer;5;3;4;7;10;10
https://www.pcf.org/c/plant-based-diets-and-prostate-cancer/;cancer nutrition;nutrition and cancer;63;65;68;73;62;65
https://www.pcf.org/c/plant-based-diets-and-prostate-cancer/;cancer nutrition;nutrition for cancer;64;62;64;64;71;67
https://www.pcf.org/c/plant-based-diets-and-prostate-cancer/;cancer nutrition;what is nutrition;80;82;71;79;79;79
https://www.mayoclinichealthsystem.org/hometown-health/speaking-of-health/plant-power-to-lower-cancer-risk;cancer prevention;breast cancer;46;50;59;51;52;54
https://www.mayoclinichealthsystem.org/hometown-health/speaking-of-health/plant-power-to-lower-cancer-risk;cancer prevention;prevention for cancer;75;72;64;61;75;70
https://www.mayoclinichealthsystem.org/hometown-health/speaking-of-health/plant-power-to-lower-cancer-risk;cancer prevention;prevention of cancer;70;68;56;72;71;65
https://www.smh.com.au/goodfood/tips-and-advice/is-cheese-actually-good-for-your-health-you-better-brie-lieve-it-20230929-p5e8n7.html;cheese consumption;government cheese;34;60;64;55;68;57
https://www.smh.com.au/goodfood/tips-and-advice/is-cheese-actually-good-for-your-health-you-better-brie-lieve-it-20230929-p5e8n7.html;cheese consumption;what is consumption;75;80;68;78;66;76
https://health.clevelandclinic.org/cottage-cheese-benefits;cheese diet;cheese for diet;73;57;68;64;70;66
https://livelyrun.com/from-the-farmer/15-health-benefits-cheese/;cheese diet;cheese for diet;73;57;68;64;70;66
https://health.clevelandclinic.org/cottage-cheese-benefits;cheese diet;keto;54;62;61;60;70;71
https://livelyrun.com/from-the-farmer/15-health-benefits-cheese/;cheese diet;keto;54;62;61;60;70;71
https://health.clevelandclinic.org/cottage-cheese-benefits;cheese diet;keto diet;51;51;51;56;59;61
https://livelyrun.com/from-the-farmer/15-health-benefits-cheese/;cheese diet;keto diet;51;51;51;56;59;61
https://www.deseret.com/23878884/health-benefits-of-cheese/;cheese healthy;cream cheese;49;49;55;44;52;56
https://health.clevelandclinic.org/cottage-cheese-benefits;cheese healthy;cream cheese;49;49;55;44;52;56
https://livelyrun.com/from-the-farmer/15-health-benefits-cheese/;cheese healthy;cream cheese;49;49;55;44;52;56
https://www.deseret.com/23878884/health-benefits-of-cheese/;cheese healthy;healthy cream cheese;63;69;70;59;69;80
https://health.clevelandclinic.org/cottage-cheese-benefits;cheese healthy;healthy cream cheese;63;69;70;59;69;80
https://livelyrun.com/from-the-farmer/15-health-benefits-cheese/;cheese healthy;healthy cream cheese;63;69;70;59;69;80
https://www.deseret.com/23878884/health-benefits-of-cheese/;cheese healthy;is cheese healthy;73;73;84;70;82;76
https://health.clevelandclinic.org/cottage-cheese-benefits;cheese healthy;is cheese healthy;73;73;84;70;82;76
https://livelyrun.com/from-the-farmer/15-health-benefits-cheese/;cheese healthy;is cheese healthy;73;73;84;70;82;76
https://time.com/4619162/cheese-health-food-cholesterol/;cheese research;cream cheese;49;49;55;44;52;56
https://time.com/4619162/cheese-health-food-cholesterol/;cheese research;mac and cheese;29;30;33;29;30;26
https://time.com/4619162/cheese-health-food-cholesterol/;cheese research;market research;84;53;58;62;73;83
https://www.cancer.org.au/cancer-information/causes-and-prevention/diet-and-exercise/food-and-nutrition/dairy-products;consume dairy;dairy foods;83;79;81;80;84;81
https://www.cancer.org.au/cancer-information/causes-and-prevention/diet-and-exercise/food-and-nutrition/dairy-products;consume dairy;dairy products;85;84;87;87;87;89
https://www.cancer.org.au/cancer-information/causes-and-prevention/diet-and-exercise/food-and-nutrition/dairy-products;consume dairy;what is dairy;83;86;77;86;83;80
https://www.pcrm.org/news/news-releases/dairy-consumption-linked-prostate-ovarian-breast-cancers-finds-new-narrative;consuming dairy;dairy products;85;84;87;87;87;89
https://www.pcrm.org/news/news-releases/dairy-consumption-linked-prostate-ovarian-breast-cancers-finds-new-narrative;consuming dairy;lactose intolerance;83;87;88;91;87;80
https://www.pcrm.org/news/news-releases/dairy-consumption-linked-prostate-ovarian-breast-cancers-finds-new-narrative;consuming dairy;osteoporosis;84;85;78;82;74;79
https://nutrition.org/is-there-a-link-between-dairy-consumption-and-cancer-mortality/;consumption cancer;alcohol;75;72;57;81;82;79
https://nutrition.org/is-there-a-link-between-dairy-consumption-and-cancer-mortality/;consumption cancer;alcohol consumption;75;83;81;83;82;85
https://nutrition.org/is-there-a-link-between-dairy-consumption-and-cancer-mortality/;consumption cancer;alcohol consumption cancer;29;17;29;18;17;47
https://www.pcrm.org/good-nutrition/nutrition-information/health-concerns-about-dairy;consumption dairy;dairy milk;39;44;43;42;44;42
https://www.pcrm.org/good-nutrition/nutrition-information/health-concerns-about-dairy;consumption dairy;milk;92;92;81;85;92;92
https://www.pcrm.org/good-nutrition/nutrition-information/health-concerns-about-dairy;consumption dairy;milk consumption;66;64;75;74;75;79
https://www.sciencedaily.com/releases/2022/01/220110145249.htm;consumption olive;olive oil;88;85;80;81;85;87
https://www.sciencedaily.com/releases/2022/01/220110145249.htm;consumption olive;olive oil benefits;81;82;78;76;71;84
https://www.health.harvard.edu/heart-health/the-sweet-danger-of-sugar;consumption sugar;high sugar consumption;4;13;19;20;34;48
https://www.health.harvard.edu/heart-health/the-sweet-danger-of-sugar;consumption sugar;average sugar consumption;10;9;8;19;16;16
https://www.health.harvard.edu/heart-health/the-sweet-danger-of-sugar;consumption sugar;what is sugar;83;81;79;85;85;83
https://health.clevelandclinic.org/cottage-cheese-benefits;cottage cheese;cottage cheese recipe;75;65;61;59;62;74
https://health.clevelandclinic.org/cottage-cheese-benefits;cottage cheese;cottage cheese recipes;66;66;62;69;59;61
https://health.clevelandclinic.org/cottage-cheese-benefits;cottage cheese;good cottage cheese;66;75;79;78;72;68
https://www.cancer.org.au/cancer-information/causes-and-prevention/diet-and-exercise/food-and-nutrition/dairy-products;dairy cancer;breast cancer;46;50;59;51;52;54
https://nutrition.org/is-there-a-link-between-dairy-consumption-and-cancer-mortality/;dairy cancer;breast cancer;46;50;59;51;52;54
https://www.cancer.org.au/cancer-information/causes-and-prevention/diet-and-exercise/food-and-nutrition/dairy-products;dairy cancer;breast cancer dairy;13;11;8;11;14;16
https://nutrition.org/is-there-a-link-between-dairy-consumption-and-cancer-mortality/;dairy cancer;breast cancer dairy;13;11;8;11;14;16
https://www.cancer.org.au/cancer-information/causes-and-prevention/diet-and-exercise/food-and-nutrition/dairy-products;dairy cancer;dairy and cancer;53;42;29;44;51;47
https://nutrition.org/is-there-a-link-between-dairy-consumption-and-cancer-mortality/;dairy cancer;dairy and cancer;53;42;29;44;51;47
https://www.pcrm.org/news/news-releases/dairy-consumption-linked-prostate-ovarian-breast-cancers-finds-new-narrative;dairy consumption;dairy milk;39;44;43;42;44;42
https://www.mcgill.ca/oss/article/health-nutrition/possible-link-between-milk-and-breast-cancer-not-udder-nonsense;dairy consumption;dairy milk;39;44;43;42;44;42
https://nutrition.org/is-there-a-link-between-dairy-consumption-and-cancer-mortality/;dairy consumption;dairy milk;39;44;43;42;44;42
https://www.sciencedaily.com/releases/2013/03/130314180136.htm;dairy consumption;dairy milk;39;45;42;42;45;42
https://www.pcrm.org/news/news-releases/dairy-consumption-linked-prostate-ovarian-breast-cancers-finds-new-narrative;dairy consumption;milk;92;92;81;85;92;92
https://www.mcgill.ca/oss/article/health-nutrition/possible-link-between-milk-and-breast-cancer-not-udder-nonsense;dairy consumption;milk;92;92;81;85;92;92
https://nutrition.org/is-there-a-link-between-dairy-consumption-and-cancer-mortality/;dairy consumption;milk;92;92;81;85;92;92
https://www.sciencedaily.com/releases/2013/03/130314180136.htm;dairy consumption;milk;89;93;81;87;93;92
https://www.pcrm.org/news/news-releases/dairy-consumption-linked-prostate-ovarian-breast-cancers-finds-new-narrative;dairy consumption;milk consumption;66;64;75;74;75;79
https://www.mcgill.ca/oss/article/health-nutrition/possible-link-between-milk-and-breast-cancer-not-udder-nonsense;dairy consumption;milk consumption;66;64;75;74;75;79
https://nutrition.org/is-there-a-link-between-dairy-consumption-and-cancer-mortality/;dairy consumption;milk consumption;66;64;75;74;75;79
https://www.sciencedaily.com/releases/2013/03/130314180136.htm;dairy consumption;milk consumption;65;61;75;75;75;79
https://www.everydayhealth.com/type-2-diabetes/diet/guide-eating-dairy-with-diabetes/#:~:text=The%20Best%20Dairy%20Choices%20to%20Make%20When%20You,2%20String%20Cheese%20...%203%20Grass-Fed%20Dairy%20;dairy diabetes;dairy milk;39;44;43;42;44;42
https://www.everydayhealth.com/type-2-diabetes/diet/guide-eating-dairy-with-diabetes/#:~:text=The%20Best%20Dairy%20Choices%20to%20Make%20When%20You,2%20String%20Cheese%20...%203%20Grass-Fed%20Dairy%20;dairy diabetes;dairy products;85;84;87;87;87;89
https://www.everydayhealth.com/type-2-diabetes/diet/guide-eating-dairy-with-diabetes/#:~:text=The%20Best%20Dairy%20Choices%20to%20Make%20When%20You,2%20String%20Cheese%20...%203%20Grass-Fed%20Dairy%20;dairy diabetes;what is diabetes;80;73;85;85;82;85
https://www.cancer.org.au/cancer-information/causes-and-prevention/diet-and-exercise/food-and-nutrition/dairy-products;dairy foods;dairy food;89;86;83;84;86;89
https://www.cancer.org.au/cancer-information/causes-and-prevention/diet-and-exercise/food-and-nutrition/dairy-products;dairy foods;dairy free;45;47;81;76;57;61
https://www.cancer.org.au/cancer-information/causes-and-prevention/diet-and-exercise/food-and-nutrition/dairy-products;dairy foods;dairy free foods;77;73;77;74;70;80
https://www.sciencedaily.com/releases/2013/03/130314180136.htm;dairy intake;dairy food;89;86;83;84;86;89
https://www.pcrm.org/good-nutrition/nutrition-information/health-concerns-about-dairy;dairy intake;food intake;82;78;80;83;77;81
https://www.sciencedaily.com/releases/2013/03/130314180136.htm;dairy intake;food intake;82;78;79;82;77;82
https://www.pcrm.org/good-nutrition/nutrition-information/health-concerns-about-dairy;dairy intake;milk;92;92;81;85;92;92
https://www.pcrm.org/good-nutrition/nutrition-information/health-concerns-about-dairy;dairy intake;what is dairy;83;86;77;86;83;80
https://www.sciencedaily.com/releases/2013/03/130314180136.htm;dairy intake;what is dairy;83;86;77;86;84;81
https://www.everydayhealth.com/type-2-diabetes/diet/guide-eating-dairy-with-diabetes/#:~:text=The%20Best%20Dairy%20Choices%20to%20Make%20When%20You,2%20String%20Cheese%20...%203%20Grass-Fed%20Dairy%20;dairy recommendations;grains;90;83;83;87;83;87
https://www.everydayhealth.com/type-2-diabetes/diet/guide-eating-dairy-with-diabetes/#:~:text=The%20Best%20Dairy%20Choices%20to%20Make%20When%20You,2%20String%20Cheese%20...%203%20Grass-Fed%20Dairy%20;dairy recommendations;myplate recommendations;8;10;12;10;18;23
https://www.everydayhealth.com/type-2-diabetes/diet/guide-eating-dairy-with-diabetes/#:~:text=The%20Best%20Dairy%20Choices%20to%20Make%20When%20You,2%20String%20Cheese%20...%203%20Grass-Fed%20Dairy%20;dairy recommendations;vegetables;90;89;69;88;89;89
https://www.americandairy.com/health-wellness/benefits-of-dairy/diabetes-and-dairy/;diabetes dairy;dairy milk;39;44;43;42;44;42
https://www.everydayhealth.com/type-2-diabetes/diet/guide-eating-dairy-with-diabetes/#:~:text=The%20Best%20Dairy%20Choices%20to%20Make%20When%20You,2%20String%20Cheese%20...%203%20Grass-Fed%20Dairy%20;diabetes dairy;dairy milk;39;44;43;42;44;42
https://www.americandairy.com/health-wellness/benefits-of-dairy/diabetes-and-dairy/;diabetes dairy;dairy products;85;84;87;87;87;89
https://www.everydayhealth.com/type-2-diabetes/diet/guide-eating-dairy-with-diabetes/#:~:text=The%20Best%20Dairy%20Choices%20to%20Make%20When%20You,2%20String%20Cheese%20...%203%20Grass-Fed%20Dairy%20;diabetes dairy;dairy products;85;84;87;87;87;89
https://www.americandairy.com/health-wellness/benefits-of-dairy/diabetes-and-dairy/;diabetes dairy;what is diabetes;80;73;85;85;82;85
https://www.everydayhealth.com/type-2-diabetes/diet/guide-eating-dairy-with-diabetes/#:~:text=The%20Best%20Dairy%20Choices%20to%20Make%20When%20You,2%20String%20Cheese%20...%203%20Grass-Fed%20Dairy%20;diabetes dairy;what is diabetes;80;73;85;85;82;85
https://type2diabetesrevolution.com/effects-plant-based-diets-blood-sugar-type-2-diabetes/;diabetes diets;diabetes diet;80;88;81;82;83;80
https://type2diabetesrevolution.com/effects-plant-based-diets-blood-sugar-type-2-diabetes/;diabetes diets;diet;77;70;70;80;84;82
https://type2diabetesrevolution.com/effects-plant-based-diets-blood-sugar-type-2-diabetes/;diabetes diets;diets for diabetes;42;43;57;34;53;48
https://diatribe.org/type-1-diabetes-new-studies-vegan-and-moderate-carbohydrate-diets-type-1-diabetes;diabetes eat;diabetes type 2;87;88;85;87;81;79
https://diatribe.org/type-1-diabetes-new-studies-vegan-and-moderate-carbohydrate-diets-type-1-diabetes;diabetes eat;diabetes what to eat;82;80;78;82;75;79
https://diatribe.org/type-1-diabetes-new-studies-vegan-and-moderate-carbohydrate-diets-type-1-diabetes;diabetes eat;what is diabetes;80;73;85;85;82;85
https://type2diabetes.com/nutrition/best-whole-grains-type-2-diabetes;diabetes eating;diabetes type 2;84;84;86;86;81;78
https://type2diabetes.com/nutrition/best-whole-grains-type-2-diabetes;diabetes eating;eating for diabetes;62;72;79;77;75;79
https://type2diabetes.com/nutrition/best-whole-grains-type-2-diabetes;diabetes eating;eating with diabetes;60;61;68;70;72;71
https://www.americandairy.com/health-wellness/benefits-of-dairy/diabetes-and-dairy/;diabetes managing;diabetes type 2;87;88;85;87;81;79
https://www.americandairy.com/health-wellness/benefits-of-dairy/diabetes-and-dairy/;diabetes managing;managing diabetes type 2;15;8;14;10;21;22
https://www.americandairy.com/health-wellness/benefits-of-dairy/diabetes-and-dairy/;diabetes managing;what is diabetes;80;73;85;85;82;85
https://www.sciencedaily.com/releases/2017/09/170905134506.htm;diabetes meats;meats for diabetics;8;9;13;11;25;8
https://www.sciencedaily.com/releases/2017/09/170905134506.htm;diabetes meats;type 2 diabetes;84;85;86;85;78;79
https://www.sciencedaily.com/releases/2017/09/170905134506.htm;diabetes meats;what is diabetes;80;73;85;85;82;85
https://diatribe.org/type-1-diabetes-new-studies-vegan-and-moderate-carbohydrate-diets-type-1-diabetes;diabetes nutrition;nutrition and diabetes;72;68;67;64;73;70
https://diatribe.org/type-1-diabetes-new-studies-vegan-and-moderate-carbohydrate-diets-type-1-diabetes;diabetes nutrition;nutrition facts;86;77;76;80;86;87
https://diatribe.org/type-1-diabetes-new-studies-vegan-and-moderate-carbohydrate-diets-type-1-diabetes;diabetes nutrition;nutrition for diabetes;72;70;71;74;71;73
https://pubmed.ncbi.nlm.nih.gov/37759216/;diet associated;cholesterol;87;85;78;88;86;89
https://pubmed.ncbi.nlm.nih.gov/37759216/;diet associated;obesity;74;81;78;68;76;78
https://pubmed.ncbi.nlm.nih.gov/37759216/;diet associated;carbohydrates;65;62;56;67;71;72
https://www.verywellhealth.com/mediterranean-diet-lean-beef-5184005;diet beef;ground beef;62;78;63;73;71;74
https://www.verywellhealth.com/mediterranean-diet-lean-beef-5184005;diet beef;ground beef diet;64;54;46;53;52;60
https://www.verywellhealth.com/mediterranean-diet-lean-beef-5184005;diet beef;keto diet;51;51;51;56;59;61
https://www.mayoclinichealthsystem.org/hometown-health/speaking-of-health/plant-power-to-lower-cancer-risk;diet cancer;cancer and diet;71;74;73;73;73;68
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9750928/;diet cancer;cancer and diet;71;74;73;73;73;68
https://www.mayoclinichealthsystem.org/hometown-health/speaking-of-health/plant-power-to-lower-cancer-risk;diet cancer;diet for cancer;85;70;78;84;81;81
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9750928/;diet cancer;diet for cancer;85;70;78;84;81;81
https://www.mayoclinichealthsystem.org/hometown-health/speaking-of-health/plant-power-to-lower-cancer-risk;diet cancer;the cancer diet;71;66;65;61;63;75
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9750928/;diet cancer;the cancer diet;71;66;65;61;63;75
https://www.frontiersin.org/articles/10.3389/fcvm.2021.756810/full;diet cardiovascular;cardiovascular disease;76;77;54;79;73;83
https://newsroom.heart.org/news/eating-more-plant-foods-may-lower-heart-disease-risk-in-young-adults-older-women;diet cardiovascular;cardiovascular disease;76;77;54;79;73;83
https://www.frontiersin.org/articles/10.3389/fcvm.2021.756810/full;diet cardiovascular;cardiovascular health;69;76;51;61;73;77
https://newsroom.heart.org/news/eating-more-plant-foods-may-lower-heart-disease-risk-in-young-adults-older-women;diet cardiovascular;cardiovascular health;69;76;51;61;73;77
https://www.frontiersin.org/articles/10.3389/fcvm.2021.756810/full;diet cardiovascular;diet for cardiovascular disease;21;22;37;31;50;53
https://newsroom.heart.org/news/eating-more-plant-foods-may-lower-heart-disease-risk-in-young-adults-older-women;diet cardiovascular;diet for cardiovascular disease;21;22;37;31;50;53
https://type2diabetes.com/nutrition/best-whole-grains-type-2-diabetes;diet diabetes;diet and diabetes;82;79;80;82;76;71
https://type2diabetes.com/nutrition/best-whole-grains-type-2-diabetes;diet diabetes;diet for diabetes;77;86;85;82;82;83
https://type2diabetes.com/nutrition/best-whole-grains-type-2-diabetes;diet diabetes;type 2 diabetes;86;81;86;86;78;78
https://doh.wa.gov/community-and-environment/food/fish/health-benefits;diet fish;diet food;82;76;80;85;84;85
https://doh.wa.gov/community-and-environment/food/fish/health-benefits;diet fish;fish oil;88;89;84;87;85;89
https://doh.wa.gov/community-and-environment/food/fish/health-benefits;diet fish;keto fish;56;62;66;54;64;59
https://cancer.osu.edu/blog/cancer-and-food-whole-grains;diet grain;grain free;67;48;76;82;81;85
https://cancer.osu.edu/blog/cancer-and-food-whole-grains;diet grain;grain free diet;56;48;60;73;67;69
https://cancer.osu.edu/blog/cancer-and-food-whole-grains;diet grain;whole grain diet;60;64;62;67;74;64
https://www.sciencemediacentre.org/expert-reaction-to-study-on-the-vegetarian-diet-and-diabetes-risk/;diet health;diet and health;76;81;68;73;78;82
https://www.theguardian.com/society/2023/nov/16/plant-based-swaps-may-cut-diabetes-and-heart-disease-risk-major-review-finds;diet health;diet and health;78;79;68;73;78;81
https://www.sciencemediacentre.org/expert-reaction-to-study-on-the-vegetarian-diet-and-diabetes-risk/;diet health;what is diet;67;67;75;77;83;81
https://www.theguardian.com/society/2023/nov/16/plant-based-swaps-may-cut-diabetes-and-heart-disease-risk-major-review-finds;diet health;what is diet;69;67;72;76;79;79
https://www.sciencemediacentre.org/expert-reaction-to-study-on-the-vegetarian-diet-and-diabetes-risk/;diet health;what is health;83;82;65;79;79;84
https://www.theguardian.com/society/2023/nov/16/plant-based-swaps-may-cut-diabetes-and-heart-disease-risk-major-review-finds;diet health;what is health;83;82;66;78;79;83
https://newsroom.heart.org/news/eating-more-plant-foods-may-lower-heart-disease-risk-in-young-adults-older-women;diet heart;diet for heart;73;77;77;81;80;78
https://newsroom.heart.org/news/eating-more-plant-foods-may-lower-heart-disease-risk-in-young-adults-older-women;diet heart;healthy heart diet;79;75;73;80;77;79
https://newsroom.heart.org/news/eating-more-plant-foods-may-lower-heart-disease-risk-in-young-adults-older-women;diet heart;heart healthy;66;76;76;76;81;75
https://pubmed.ncbi.nlm.nih.gov/37759216/;diet index;glycemic;85;87;81;87;69;86
https://pubmed.ncbi.nlm.nih.gov/37759216/;diet index;glycemic diet;76;78;71;69;16;67
https://pubmed.ncbi.nlm.nih.gov/37759216/;diet index;glycemic index diet;66;62;57;62;52;67
https://www.pcf.org/c/plant-based-diets-and-prostate-cancer/;diet linked;carbohydrates;65;62;56;67;71;72
https://www.pcf.org/c/plant-based-diets-and-prostate-cancer/;diet linked;hypertension;86;85;77;86;84;86
https://www.pcf.org/c/plant-based-diets-and-prostate-cancer/;diet linked;keto diet;51;52;52;56;59;59
https://www.sciencemediacentre.org/expert-reaction-to-study-on-the-vegetarian-diet-and-diabetes-risk/;diet linked;carbohydrates;65;62;56;67;71;72
https://www.sciencemediacentre.org/expert-reaction-to-study-on-the-vegetarian-diet-and-diabetes-risk/;diet linked;hypertension;86;85;77;86;84;86
https://www.sciencemediacentre.org/expert-reaction-to-study-on-the-vegetarian-diet-and-diabetes-risk/;diet linked;keto diet;51;52;52;56;59;59
https://www.verywellhealth.com/red-meat-bad-for-you-8414588;diet meat;red meat;82;59;84;70;88;83
https://www.verywellhealth.com/red-meat-bad-for-you-8414588;diet meat;red meat diet;60;71;59;64;70;64
https://www.verywellhealth.com/red-meat-bad-for-you-8414588;diet meat;the meat diet;77;70;68;70;74;78
https://www.health.harvard.edu/blog/can-plant-based-diets-lower-your-risk-of-prostate-cancer-202212162867;dietary;dietary supplement;77;85;84;82;88;88
https://www.health.harvard.edu/blog/can-plant-based-diets-lower-your-risk-of-prostate-cancer-202212162867;dietary;supplement;90;91;92;88;89;92
https://www.health.harvard.edu/blog/can-plant-based-diets-lower-your-risk-of-prostate-cancer-202212162867;dietary;what is dietary;67;68;62;68;69;73
https://www.hsph.harvard.edu/news/press-releases/red-meat-consumption-associated-with-increased-type-2-diabetes-risk/;dietary guidelines;dietary guidelines for americans;48;47;48;44;53;48
https://www.hsph.harvard.edu/news/press-releases/red-meat-consumption-associated-with-increased-type-2-diabetes-risk/;dietary guidelines;the dietary guidelines;55;55;54;49;59;54
https://www.hsph.harvard.edu/news/press-releases/red-meat-consumption-associated-with-increased-type-2-diabetes-risk/;dietary guidelines;what is dietary guidelines;43;43;44;44;57;50
https://www.smh.com.au/goodfood/tips-and-advice/is-cheese-actually-good-for-your-health-you-better-brie-lieve-it-20230929-p5e8n7.html;dietary habits;eating habits;87;85;77;78;72;79
https://www.smh.com.au/goodfood/tips-and-advice/is-cheese-actually-good-for-your-health-you-better-brie-lieve-it-20230929-p5e8n7.html;dietary habits;food habits;73;65;71;72;78;76
https://www.smh.com.au/goodfood/tips-and-advice/is-cheese-actually-good-for-your-health-you-better-brie-lieve-it-20230929-p5e8n7.html;dietary habits;poor dietary habits;5;10;8;14;15;12
https://www.ahajournals.org/doi/abs/10.1161/circ.146.suppl_1.13268;dietary pattern;diet;77;68;72;79;82;83
https://www.ahajournals.org/doi/abs/10.1161/circ.146.suppl_1.13268;dietary pattern;dietary guidelines;69;68;57;49;65;64
https://www.ahajournals.org/doi/abs/10.1161/circ.146.suppl_1.13268;dietary pattern;eating pattern;68;60;46;46;65;60
